Fertilizer Name;N (%);P (%);K (%);Fertilizer Type;Absorption Rate (%);Price per kg (TND);State;Region of Use in Tunisia;Specific Crop;Crop N;Crop P;Crop K;Application Method;Root Depth (cm);Soil_P;Soil_K;Soil_N;pH;Usage (Dosage)
FERTICROP ORGANIC PLUS;15;12;15;Organic;55;3.58;Bizerte;North;Tomato;142;33;22;Soil Application;45;30.403859004933206;79.6;48.5774098725648;6.9055306812678445;6.75
CUPRO ACTIV;15;15;15;Liquid;65;3.59;Ben Arous;North;Wheat;41;73;79;Radicular and Foliar;60;29.47781533408257;130.33747679165532;30.0;7.552382001574051;6.39
MANGANESE SULFATE;5;10;5;Chemical;70;2.48;Monastir;Central;Potato;61;62;21;Soil Application;50;11.173662807324575;99.7;23.05028462341236;7.807289389204123;18.77
MAGNIFERT 10-5-10 + 2MgO;10;5;10;Chemical;55;2.14;Sidi Bouzid;Central;Potato;61;62;21;Soil Application;50;11.716737756216943;67.35433181548466;22.4;7.360538486060849;12.97
BIOFERT ORGANIC;15;15;10;Organic;75;3.16;Sousse;Central;Corn;142;61;34;Radicular;70;18.1;61.44705538201092;45.1;7.448356010418971;8.44
Urea;46;0;0;Granular;50;3.44;Kasserine;Central;Potato;61;62;21;Radicular;50;32.1;108.31331491166031;43.2;7.831061124253863;31.29
HOLD plus;5;10;20;Granular;80;2.26;Monastir;Central;Tomato;142;33;22;Radicular and Foliar;45;12.876206618287544;84.5;23.2;7.870362634859324;5.18
ECORMON;5;5;15;Chemical;85;2.25;Sfax;South;Potato;61;62;21;Radicular and Foliar;50;7.038605010608939;93.10402211398898;38.2042162662273;7.775572519295123;6.34
FUSVICUR;5;5;15;Organic;50;2.32;Gabes;South;Tomato;142;33;22;Foliar;45;5.27470595327646;97.42444017870008;36.04802868539655;8.111378276463087;9.51
ORGAFLOW;18;10;15;Granular;70;3.64;Ariana;North;Barley;127;39;57;Radicular;55;16.759918759951972;87.03132911153843;35.9;7.557188163840555;7.16
VEGETAMIN ECO;15;15;10;Chemical;80;3.34;Tataouine;South;Barley;127;39;57;Radicular and Foliar;55;21.037744091284843;74.78799828969903;23.8;7.522042069495441;8.12
FOLIASTIM MN/ZN;15;15;5;Liquid;75;2.74;Kebili;South;Corn;142;61;34;Radicular;70;18.8;79.4450562069825;40.201442621019;8.140646523148094;14.31
FERTIGRAIN START;15;15;15;Organic;50;3.22;Bizerte;North;Olive;146;70;40;Seed Treatment;80;26.949037344614524;86.56249576506642;40.8;6.9818068192958735;7.4
VIGORAL MOL;15;12;15;Chemical;80;3.13;Monastir;Central;Barley;127;39;57;Radicular and Foliar;55;11.7;90.5220215788865;21.201157994373546;7.935934083024671;5.7
HUMILIG 8-8;8;8;8;Granular;85;2.5;Ariana;North;Corn;142;61;34;Radicular;70;18.5;94.18309316073396;32.656294922626465;7.267951210136432;8.95
ALGALIV;15;15;10;Organic;60;3.39;Mahdia;Central;Tomato;142;33;22;Radicular and Foliar;45;15.65757370613679;104.6821076529597;30.7;7.930920657649665;12.12
FOLIASTIM MN/ZN;15;15;5;Liquid;75;2.89;Siliana;Central;Barley;127;39;57;Radicular;55;19.528282925924188;70.21695850797546;56.2;7.401269821989453;15.45
ECORMON;5;5;15;Chemical;85;2.13;Sfax;South;Wheat;41;73;79;Radicular and Foliar;60;6.865942894183892;88.89143728854332;40.0;7.452657663087412;5.0
GLYBET;20;10;10;Liquid;80;3.22;Manouba;North;Wheat;41;73;79;Radicular and Foliar;60;39.397700965742736;92.82918177590048;39.46489806735641;6.636803353961397;6.69
IDAI ALGAFER;15;15;10;Granular;80;3.35;Sidi Bouzid;Central;Wheat;41;73;79;Radicular and Foliar;60;11.780146841446532;69.6010603248005;21.0;7.2717707756762575;44.91
BLACKFORT;10;5;10;Granular;70;2.7;Tozeur;South;Tomato;142;33;22;Radicular and Foliar;45;23.765648954627423;63.50585289780711;16.40237551687781;8.251702152160162;10.21
Ammonium Nitrate;34;0;0;Granular;52;2.36;Tozeur;South;Potato;61;62;21;Soil Application;50;22.758975787589264;72.0;14.379811197795767;8.142581675818095;149.7
SYNAFER PREMIUM Fe 6% EDDHA;5;15;10;Liquid;55;2.15;Zaghouan;North;Tomato;142;33;22;Radicular and Soil Application;45;16.4;150.47719527306316;74.19571622130744;7.160848635006735;12.87
ALGALIV;10;5;10;Organic;85;2.74;Monastir;Central;Corn;142;61;34;Radicular and Foliar;70;13.757688811975088;85.84642342918582;20.46144320496635;7.701210698655684;6.76
FERTICROP ORGANIC PLUS;15;12;15;Organic;55;3.24;Sfax;South;Corn;142;61;34;Soil Application;70;6.2;98.6;39.88096465307992;7.684642572672081;7.39
ZINC SULFATE;5;10;15;Liquid;60;2.78;Beja;North;Potato;61;62;21;Soil Application;50;25.2;128.53955592604584;40.4;6.955876619214294;7.54
AGRIPHYT CONTACT Zn-Mn;15;15;15;Chemical;55;3.57;Bizerte;North;Barley;127;39;57;Foliar;55;29.8;87.02044257980076;43.3047541522093;6.808780399278384;7.56
MAP 11-52-0;11;52;0;Liquid;90;3.72;Ariana;North;Olive;146;70;40;Soil Application;80;20.104089615532104;94.8;32.372621996336164;7.455601571425805;47.14
VIGORAL MOL;15;12;15;Chemical;80;3.48;Gabes;South;Wheat;41;73;79;Radicular and Foliar;60;5.6;99.6;35.1;8.663596659249343;5.0
DEFENDER CALCIO;15;10;5;Chemical;60;2.9;Sousse;Central;Corn;142;61;34;Radicular and Foliar;70;14.1;63.327181844996986;46.32279047693445;7.285488546134908;18.18
ORGAFLOW;18;10;15;Granular;70;2.87;Beja;North;Barley;127;39;57;Radicular;55;28.06840993522492;127.8;38.9;6.919657437151535;6.19
ACM AMINO 12 VEGETAL;15;10;15;Liquid;70;2.68;Tataouine;South;Potato;61;62;21;Radicular and Foliar;50;20.77210697483449;81.03045716859275;20.82998094713512;7.674522432606323;7.57
Ammonium Nitrate;34;0;0;Granular;52;2.47;Sidi Bouzid;Central;Wheat;41;73;79;Soil Application;60;11.8;68.5;19.465032924477004;7.428901446572892;80.1
STIMUL NOSSUM SP;15;15;10;Organic;75;3.45;Manouba;North;Barley;127;39;57;Radicular and Foliar;55;34.949190551883305;85.7134773081117;35.0;6.682707893796148;7.53
PHYLGREEN;5;15;5;Liquid;65;2.48;Tunis;North;Potato;61;62;21;Radicular and Foliar;50;24.41509522944333;136.61037510769515;62.3255286269706;6.9423654354937865;10.44
CUPRO ACTIV;15;15;15;Liquid;65;3.22;Kef;Central;Wheat;41;73;79;Radicular and Foliar;60;14.29801926165904;98.20355678279869;27.3;7.95723817161435;6.49
GROBEL NPK 4-3-3 + 1MgO;4;3;3;Organic;55;1.72;Bizerte;North;Corn;142;61;34;Soil Application;70;29.4;85.01633422909434;41.05665134730632;7.038227510972571;31.01
TARSSAN MIX;5;10;20;Granular;50;2.54;Ariana;North;Corn;142;61;34;Radicular;70;17.856304922439946;98.0;30.55169587856539;7.271426395201198;5.86
CRIPTHUM;18;15;20;Organic;65;3.61;Sousse;Central;Corn;142;61;34;Radicular;70;14.253169685507826;65.92549521016613;46.296405659964165;7.405875431501934;5.0
FULLVIGOR;12;5;20;Liquid;65;2.53;Ariana;North;Barley;127;39;57;Radicular;55;19.23159283775044;85.80131457239645;37.1;7.604087219340846;5.01
NITROCAL 20-0-0 + 15CaO;20;0;0;Organic;65;1.82;Sousse;Central;Potato;61;62;21;Soil Application;50;15.076864202279802;66.94173773687072;49.69085005804904;7.322852015188682;75.54
ALGALIV;15;15;10;Organic;60;3.39;Jendouba;North;Olive;146;70;40;Radicular and Foliar;80;29.154523408803083;76.62920497828108;55.3;6.680906005375675;9.04
FULLVIGOR;12;5;20;Liquid;65;2.42;Manouba;North;Potato;61;62;21;Radicular;50;34.1;99.02273806518748;39.0;6.700151977357588;5.59
GOLDEN FER;12;10;5;Liquid;70;1.9;Kasserine;Central;Wheat;41;73;79;Radicular and Soil Application;60;28.79109988326664;114.370053721132;40.7;7.863855431907949;6.93
ACM COBRE;12;15;10;Organic;50;3.04;Beja;North;Corn;142;61;34;Radicular and Foliar;70;26.138867609945333;127.28661685317556;41.372667952011305;6.976104514919723;11.11
GLYBET;20;10;10;Liquid;75;2.98;Sfax;South;Wheat;41;73;79;Radicular and Foliar;60;5.6;102.7;35.4;7.9561711456226;7.31
FOLIASTIM mix TE liquide;15;15;5;Organic;70;2.7;Ariana;North;Barley;127;39;57;Foliar;55;18.0;88.66289120156132;35.4;7.32170601522554;17.95
SUPER FIFTY;10;5;10;Liquid;80;2.41;Kef;Central;Wheat;41;73;79;Radicular and Foliar;60;16.084826888252234;101.7;26.66292345923204;7.942523116069923;8.05
NITROPLUS 30-0-0;30;0;0;Organic;85;3.0;Sfax;South;Olive;146;70;40;Soil Application;80;6.039971190201541;104.34523472337092;43.7;7.711053191694727;83.33
IDAI CA SOIL;8;10;15;Granular;85;2.19;Medenine;South;Olive;146;70;40;Radicular and Foliar;80;20.922887178973305;43.981413514614246;22.687606016573408;7.719217416823922;5.0
FERTICROP ORGANIC PLUS;15;12;15;Organic;55;3.28;Sidi Bouzid;Central;Barley;127;39;57;Soil Application;55;12.288635090580035;69.29163950297117;22.309083488933123;7.399445976112787;8.54
MOLEX;5;15;25;Chemical;75;3.6;Medenine;South;Olive;146;70;40;Radicular and Foliar;80;20.42154661870669;40.46354351747407;;7.464306382069083;6.21
FOLIASTIM B Mo liquide;15;15;10;Liquid;65;3.49;Monastir;Central;Barley;127;39;57;Foliar;55;11.766119155704802;89.51975383774378;18.8;7.839922587161501;10.7
FERROACTIV H48;15;10;5;Chemical;70;2.55;Sousse;Central;Tomato;142;33;22;Foliar;45;17.411851010544943;63.6465608626055;44.576888939711566;7.230229933355897;17.93
FERROACTIV H48;15;10;5;Chemical;70;2.95;Tozeur;South;Olive;146;70;40;Foliar;80;;60.16663634607985;13.73958907024717;8.107148250933497;5.0
FERROACTIV H48;15;10;5;Chemical;70;2.46;Nabeul;North;Barley;127;39;57;Foliar;55;22.458012303398416;;49.62026314277499;6.656216680228251;14.78
ACM CALCIO PLUS;12;10;12;Organic;79;2.76;Zaghouan;North;Barley;127;39;57;Radicular and Foliar;55;18.21025421491459;133.41675494145215;74.573382113147;7.291933803039557;7.61
CAOS XT;15;10;15;Chemical;52;3.27;Manouba;North;Tomato;142;33;22;Radicular and Foliar;45;35.96686719551108;93.51126322896128;40.78360275421188;6.777084686409925;5.7
HUMILIG 11-5;11;5;10;Chemical;90;2.28;Kairouan;Central;Potato;61;62;21;Radicular;50;22.00119645581348;67.62746528964593;56.28476927797494;8.097357357502862;6.72
ECORMON;5;5;15;Chemical;85;2.52;Tunis;North;Olive;146;70;40;Radicular and Foliar;80;24.36889580998413;135.9;69.1971020764881;7.073850574177085;5.0
ALGA-PLEX;10;5;10;Chemical;60;2.64;Gabes;South;Wheat;41;73;79;Radicular and Foliar;60;5.434630315689318;95.07464605706012;34.6;8.294071679870155;10.08
FULVILAND;15;10;12;Chemical;60;2.91;Kasserine;Central;Olive;146;70;40;Radicular and Foliar;80;25.9;121.83325747552608;48.25606986083936;7.981113824383021;7.83
ACA 27 ORGANIC;10;15;15;Chemical;85;2.87;Ben Arous;North;Olive;146;70;40;Radicular and Foliar;80;31.6030172419786;124.55551233465764;30.323393683773432;7.493977805773483;5.0
ORGAFLOW;18;10;15;Granular;70;3.52;Zaghouan;North;Potato;61;62;21;Radicular;50;17.31404040315323;158.0;81.72954601391872;7.296575112899704;5.0
FARINA DI BASALTO;15;5;5;Organic;50;2.33;Medenine;South;Potato;61;62;21;Soil Application;50;21.384378126113763;46.349426245806434;24.72713632274312;7.660828095892709;24.15
RAPTOR FE 48;15;10;10;Liquid;71;2.82;Gafsa;South;Barley;127;39;57;Radicular;55;11.5;64.51481318690901;34.79525197725735;8.086920373053394;10.49
ORGANIC PLUS 3-2-2;3;2;2;Chemical;45;1.05;Ben Arous;North;Tomato;142;33;22;Soil Application;45;28.7461371833616;143.80853852498862;32.38308223562828;7.369986161047287;54.45
PHOSFERT 18-46-0;18;46;0;Granular;80;4.26;Kef;Central;Barley;127;39;57;Soil Application;55;;92.01034407624716;23.74615512042966;7.818912185771896;5.0
WUXAL ASCOFOL;15;15;10;Liquid;70;3.22;Mahdia;Central;Corn;142;61;34;Foliar;70;16.453667604031107;102.7595320029;32.1;7.569023082158372;9.47
GOLDEN FER;12;10;5;Liquid;70;2.06;Kairouan;Central;Olive;146;70;40;Radicular and Soil Application;80;22.66538790610145;;60.6;7.828932918683733;16.21
IDAI CA SOIL;8;10;15;Granular;85;2.78;Sfax;South;Corn;142;61;34;Radicular and Foliar;70;6.665184836334957;90.6;40.84794983795543;7.598023909158496;5.27
ACM CALCIO PLUS;12;10;12;Organic;75;3.03;Jendouba;North;Olive;146;70;40;Radicular and Foliar;80;27.047588191701863;87.4729920306607;57.4719072133488;6.855594800748506;6.45
N-BALANCER;15;15;10;Granular;75;2.7;Zaghouan;North;Tomato;142;33;22;Radicular and Foliar;45;17.94602807300503;150.59319512394308;82.79493275259637;7.404661410044877;9.21
MAP 11-52-0;11;52;0;Liquid;90;4.55;Sfax;South;Wheat;41;73;79;Soil Application;60;7.344418495453611;105.42504710498515;38.06016409556806;7.937093737291812;33.26
SANBIO EPSOMIT;15;15;5;Granular;70;3.0;Kebili;South;Barley;127;39;57;Soil Application;55;19.5;82.99585948038983;43.6;7.876867782579376;16.48
BASFOLIAR SIZE SL;15;5;15;Organic;50;3.1;Siliana;Central;Potato;61;62;21;Foliar;50;17.230699128323895;71.2;59.0;7.540534274265177;9.04
WUXAL ASCOFOL;15;15;10;Liquid;70;3.38;Kairouan;Central;Corn;142;61;34;Foliar;70;22.0;76.61789481883554;53.47197112743704;7.92976792245335;9.12
BIOZINC;10;10;5;Liquid;50;2.66;Kebili;South;Corn;142;61;34;Foliar;70;20.31719238539417;72.1;36.95816319365692;8.03888949179455;22.97
IDAI ALGAFER;15;15;10;Granular;76;2.53;Sfax;South;Potato;61;62;21;Radicular and Foliar;50;6.8;;41.14879271670563;7.679830927236647;9.78
NITROCAL 20-0-0 + 15CaO;20;0;0;Organic;65;2.27;Nabeul;North;Olive;146;70;40;Soil Application;80;20.7;119.42671518813329;48.7;6.931362736123755;105.74
HOLD plus;5;10;20;Granular;80;3.04;Sidi Bouzid;Central;Potato;61;62;21;Radicular and Foliar;50;11.8;69.4;22.1;7.341735688147783;5.12
CALMAG 10-0-0 + 12CaO + 6MgO;10;0;0;Chemical;65;1.92;Kebili;South;Corn;142;61;34;Radicular and Foliar;70;21.432292900410527;66.2;39.42349032689509;8.1579718780087;112.13
DEFENDER CALCIO;15;10;5;Chemical;60;2.94;Sfax;South;Corn;142;61;34;Radicular and Foliar;70;6.737623030234588;105.75943985830364;42.177030823006646;7.695314082832738;19.18
HUMILIG 11-5;11;5;10;Chemical;90;2.32;Kairouan;Central;Wheat;41;73;79;Radicular;60;22.1;66.23404061749294;55.4;7.799959604148123;6.74
ULTRAFERRO;15;10;15;Granular;85;3.1;Sousse;Central;Corn;142;61;34;Radicular;70;18.13217931668787;63.1;49.009758253746206;7.210410153926298;5.0
COPPER SULFATE;10;15;15;Granular;55;3.22;Zaghouan;North;Olive;146;70;40;Soil Application;80;17.0;148.8;85.15476830660168;7.211921701307976;6.3
UREA 46-0-0;46;0;0;Organic;75;3.01;Kebili;South;Tomato;142;33;22;Soil Application;45;20.67269064150169;69.45939095080986;38.72275534448573;7.822577771805317;115.31
MAP 11-52-0;11;52;0;Liquid;90;4.52;Beja;North;Corn;142;61;34;Soil Application;70;26.07517479940982;136.2;39.1;7.134243691288071;40.1
BIOCAL;15;10;20;Organic;55;2.99;Ben Arous;North;Barley;127;39;57;Radicular and Foliar;55;30.5;138.28841500107117;34.358051904546606;7.6080091726498;5.35
PERFECTOSE;15;5;10;Liquid;53;2.41;Tataouine;South;Barley;127;39;57;Radicular and Foliar;55;20.71509217237272;82.18103973734922;24.180164273676525;7.5150324888025635;13.16
FOLIARFEED 10-5-5;10;5;5;Granular;65;1.55;Sousse;Central;Olive;146;70;40;Foliar;80;;66.91152350792287;49.1;7.5556579931017716;7.13
ASCOFILLUM;15;10;10;Chemical;70;3.22;Ben Arous;North;Potato;61;62;21;Radicular and Foliar;50;33.95719550498566;125.95627321866152;30.3;7.2925124560708765;9.61
HUMILIG 8-8;8;8;8;Granular;85;2.22;Tozeur;South;Potato;61;62;21;Radicular;50;21.013517755838187;70.4;;8.012875630409578;5.14
UREA 46-0-0;46;0;0;Organic;76;2.84;Siliana;Central;Potato;61;62;21;Soil Application;50;16.8;84.01192457718453;50.02733006746749;7.454528734031369;22.94
ECKLOMAR;10;5;10;Chemical;70;2.71;Kairouan;Central;Wheat;41;73;79;Radicular and Foliar;60;23.005667669149464;74.04330707770218;56.62141616377743;7.727652942592568;7.2
CONTROLPHYT Cu;12;10;5;Organic;90;1.88;Gabes;South;Tomato;142;33;22;Radicular and Foliar;45;5.4;94.0;34.7650978228651;8.350707054126648;16.61
MIX DRIP COMPBI;5;10;20;Granular;70;2.88;Manouba;North;Wheat;41;73;79;Radicular and Foliar;60;40.15062497925209;86.3454596650381;38.18620549275256;6.662579447404725;5.0
ALGADUL;5;10;10;Granular;65;2.12;Tunis;North;Corn;142;61;34;Radicular and Foliar;70;23.808718487575533;138.11096168408827;73.8;7.108918467392435;8.96
BORON PLUS;10;5;15;Granular;50;2.61;Tataouine;South;Tomato;142;33;22;Foliar;45;19.71027126130152;78.6;21.75004203593624;7.487186191593014;9.96
MICROFERT 12-0-0 + 1Zn;12;0;0;Chemical;49;1.66;Ben Arous;North;Tomato;142;33;22;Foliar;45;30.30412452345967;143.85293248766283;32.1;7.272981236344;164.4
MAX SEASAILER;15;10;15;Liquid;83;2.74;Ariana;North;Corn;142;61;34;Radicular and Foliar;70;17.69989884864547;97.1;35.2;7.579134960150272;5.14
HUMILIG 25 PLUS;10;15;20;Chemical;50;3.51;Kairouan;Central;Wheat;41;73;79;Radicular and Foliar;60;19.847140724596084;66.95716819187709;57.03644891874667;7.765624915020064;12.11
MOLEX;5;15;25;Chemical;75;3.23;Sousse;Central;Tomato;142;33;22;Radicular and Foliar;45;14.18324812127157;64.5;46.4;7.62750567312504;5.0
BOTAMISOL PRO 80;15;10;10;Chemical;70;2.51;Kasserine;Central;Olive;146;70;40;Radicular and Foliar;80;27.4;105.4;42.8;7.636702376448436;7.98
IRON CHELATE 6%;15;5;15;Liquid;80;2.33;Ariana;North;Corn;142;61;34;Foliar;70;16.9;89.15127361578546;30.3;7.372163212434456;5.28
NITROPLUS 30-0-0;30;0;0;Organic;85;2.79;Medenine;South;Olive;146;70;40;Soil Application;80;22.110134921678213;45.2;21.9;7.585745662668916;79.14
IRON CHELATE 6%;15;5;15;Liquid;80;3.06;Sousse;Central;Olive;146;70;40;Foliar;80;15.396529062735048;72.60774084402823;49.9;7.349631588830318;5.0
ORGAFLOW;18;10;15;Granular;70;3.35;Mahdia;Central;Tomato;142;33;22;Radicular;45;14.3;95.27018212388975;30.419097450180125;7.513870385994037;7.14
FERTIGRAIN FOLIAR;10;10;5;Liquid;65;2.2;Kef;Central;Corn;142;61;34;Foliar;70;16.88685773427985;90.24945621789384;23.977394924836283;7.576882320261438;18.14
POTASSIUM SULFATE 0-0-50;0;0;50;Chemical;55;3.52;Zaghouan;North;Wheat;41;73;79;Soil Application;60;17.292254103791322;136.4;87.7023223965719;7.093196822249039;5.0
FERTIGRAIN START;15;15;15;Organic;48;3.45;Sousse;Central;Wheat;41;73;79;Seed Treatment;60;15.681666840441276;65.0;47.0;7.40889323923324;7.76
ACM CALCIO PLUS;12;10;12;Organic;75;2.7;Siliana;Central;Tomato;142;33;22;Radicular and Foliar;45;18.802494243583347;80.87094423832193;53.7;7.32461064157823;8.43
FOLIASTIM MN/ZN;15;15;5;Liquid;75;2.64;Gabes;South;Tomato;142;33;22;Radicular;45;5.2;94.44229938794378;37.4;8.241636145183431;19.14
NPK 20-20-20;20;20;20;Granular;60;4.36;Sfax;South;Wheat;41;73;79;Radicular and Foliar;60;7.227587495992767;90.57813359408668;39.6;7.784801752381268;5.0
HOLD plus;5;10;20;Granular;80;2.61;Kef;Central;Olive;146;70;40;Radicular and Foliar;80;;85.9156632835731;23.4;7.995783304892225;5.0
FOLIASTIM mix TE liquide;15;15;5;Organic;70;3.1;Sousse;Central;Potato;61;62;21;Foliar;50;16.946182871638122;67.63044055151842;44.54631876528411;7.446795889615488;16.78
SANBIO PLANTA;15;10;15;Organic;83;3.18;Nabeul;North;Potato;61;62;21;Soil Application;50;21.8;116.86062173115604;51.3;6.858269351087064;5.0
PANORAMIX WHEAT;10;5;10;Liquid;80;2.24;Gafsa;South;Tomato;142;33;22;Seed Treatment;45;11.169306021955574;55.71878997514343;40.2;8.296708561425001;9.15
TERIOS LIQUIDO;5;5;20;Chemical;70;2.58;Manouba;North;Corn;142;61;34;Radicular;70;39.0;95.83361539958617;38.03755971424208;6.3784901806002825;5.0
HUMILIG 8-8;8;8;8;Granular;85;1.92;Kebili;South;Tomato;142;33;22;Radicular;45;21.0;72.45972595450253;44.75699321546467;8.150630673766164;9.95
MAGNIFERT 10-5-10 + 2MgO;10;5;10;Chemical;55;2.13;Jendouba;North;Corn;142;61;34;Soil Application;70;31.323161182364554;73.98068925299066;54.293638227948726;6.63011519619609;9.91
TURBO;15;10;15;Chemical;60;2.98;Sfax;South;Wheat;41;73;79;Radicular and Foliar;60;5.629808089298721;99.7;41.37537502816688;7.773768716934159;6.1
ACM HIERRO;15;10;10;Liquid;50;3.11;Gabes;South;Tomato;142;33;22;Radicular;45;5.220751791142957;91.96981719797088;40.2;7.99257932722673;14.18
PHOSFERT 18-46-0;18;46;0;Granular;80;4.66;Zaghouan;North;Barley;127;39;57;Soil Application;55;18.52253706243239;147.75583808447124;83.8;7.37424740256344;34.31
FULLVIGOR;12;5;20;Liquid;65;2.76;Sfax;South;Wheat;41;73;79;Radicular;60;6.3;85.9998606781165;38.5;7.61266608041365;5.0
AGRIPHYT CONTACT Zn-Mn;15;15;15;Chemical;55;3.08;Medenine;South;Potato;61;62;21;Foliar;50;22.473544696138976;44.3;23.94691804089422;7.715951651743915;8.86
PERFECTOSE;15;5;10;Liquid;50;2.45;Sidi Bouzid;Central;Barley;127;39;57;Radicular and Foliar;55;13.5;70.26233104855065;23.20263211024017;7.248669972434669;11.9
MOLEX;5;15;25;Chemical;75;2.76;Kasserine;Central;Corn;142;61;34;Radicular and Foliar;70;30.2;104.02502121857916;41.2;7.987184025797037;5.0
TRADEBOR;12;10;20;Liquid;50;2.84;Nabeul;North;Wheat;41;73;79;Radicular and Foliar;60;23.4;121.7;54.94570780191464;6.959752171829517;5.0
POTAFERT 0-0-60;0;0;60;Liquid;65;4.06;Jendouba;North;Potato;61;62;21;Soil Application;50;29.440493648741253;84.19183055280871;55.3;6.694690367291586;5.0
UREA 46-0-0;46;0;0;Organic;75;2.92;Ariana;North;Tomato;142;33;22;Soil Application;45;19.5;88.3314631549204;32.87027998021809;7.403391368135324;116.29
AGRIPHYT CONTACT Zn-Mn;15;15;15;Chemical;55;3.28;Gafsa;South;Wheat;41;73;79;Foliar;60;12.2;63.7527231507182;44.127745582331805;7.927621112481461;7.23
MANGANESE SULFATE;5;10;5;Chemical;70;2.12;Beja;North;Corn;142;61;34;Soil Application;70;27.18949740211368;128.8;40.91720624745226;6.829860795402342;15.6
AMMONIUM SULFATE;15;15;10;Liquid;50;2.58;Mahdia;Central;Barley;127;39;57;Soil Application;55;17.13754290900382;96.3776841986214;31.40234793322769;7.456395736962852;13.41
GLYBET;20;10;10;Liquid;80;2.58;Nabeul;North;Barley;127;39;57;Radicular and Foliar;55;22.630292840960244;120.425854621633;48.5;6.887771803539059;7.94
NITROPLUS 30-0-0;30;0;0;Organic;81;2.63;Siliana;Central;Tomato;142;33;22;Soil Application;45;19.5693726410083;75.34858012430666;57.50740755935309;7.351895775602806;108.09
DEFENDER CALCIO;15;10;5;Chemical;60;2.16;Kebili;South;Potato;61;62;21;Radicular and Foliar;50;19.27775324758799;69.0;40.1;8.292935334400795;20.53
ALGA-PLEX;10;5;10;Chemical;60;2.02;Tataouine;South;Tomato;142;33;22;Radicular and Foliar;45;21.144381369843003;74.49556095316278;21.2;7.460977382433979;12.52
FRUTALIV;10;15;15;Organic;80;3.18;Medenine;South;Olive;146;70;40;Radicular and Foliar;80;20.58816588167004;41.87969813882157;24.04963084453748;7.4676265029351026;5.0
CUPRO ACTIV;15;15;15;Liquid;61;3.66;Tataouine;South;Barley;127;39;57;Radicular and Foliar;55;22.353208413006627;70.9;23.70358165251584;7.580208293523593;6.71
PHOSFERT 18-46-0;18;46;0;Granular;80;4.37;Sfax;South;Corn;142;61;34;Soil Application;70;6.856989824081423;101.2;36.70805312985786;7.724886037631449;66.56
SANBIO PLANTA;15;10;15;Organic;80;3.32;Manouba;North;Tomato;142;33;22;Soil Application;45;34.36736783118391;102.36779422517756;37.14846185736484;6.553312812167093;5.0
BLACKFORT;10;5;10;Granular;70;2.05;Medenine;South;Olive;146;70;40;Radicular and Foliar;80;;43.02429179837399;22.7;7.183439613647112;5.0
AMMONIUM SULFATE;15;15;10;Liquid;50;3.34;Ben Arous;North;Wheat;41;73;79;Soil Application;60;29.0;122.94594807141044;32.6683018086438;7.305647083810125;10.48
VITANICA RZ BIO;15;15;10;Organic;80;3.06;Ben Arous;North;Wheat;41;73;79;Radicular and Foliar;60;29.9;120.8576036334338;31.008766467391663;7.393549365214939;7.71
FULLVIGOR;12;5;20;Liquid;65;2.84;Sfax;South;Tomato;142;33;22;Radicular;45;6.0;92.3;;7.590058701342226;5.0
IRONMAX 6%;5;15;10;Liquid;70;2.17;Tataouine;South;Tomato;142;33;22;Foliar;45;22.25777137112493;;25.1;7.628512615693772;9.36
ECKLOMAR;10;5;10;Chemical;70;1.96;Sousse;Central;Corn;142;61;34;Radicular and Foliar;70;14.879364078179314;61.4;49.535721508886056;7.579855544887197;8.25
N-BALANCER;15;15;10;Granular;75;2.66;Zaghouan;North;Tomato;142;33;22;Radicular and Foliar;45;15.622916418716708;144.61675565539718;81.28727166329489;7.4226132819595;9.21
AGRIFUL;15;10;15;Organic;70;3.41;Mahdia;Central;Olive;146;70;40;Radicular and Foliar;80;16.293447666818558;;28.9;7.640889224537013;5.0
VIGORAL MOL;15;12;15;Chemical;80;2.74;Gabes;South;Tomato;142;33;22;Radicular and Foliar;45;4.564651568236279;92.0;39.35905987194485;8.073555072116184;6.24
Nutriplusorganic 4-3-3;4;3;3;Organic;60;1.66;Nabeul;North;Potato;61;62;21;Soil Application;50;21.2;113.61945537730824;50.940635888861;6.760533194209961;34.04
BIOZINC;10;10;5;Liquid;50;2.28;Manouba;North;Corn;142;61;34;Foliar;70;36.8;103.71172954267064;38.6;6.625775131527747;22.99
HUMILIG 25 PLUS;10;15;20;Chemical;50;3.52;Mahdia;Central;Barley;127;39;57;Radicular and Foliar;55;14.5;109.5;34.97255544891227;7.432539465250023;7.4
ULTRAFERRO;15;10;15;Granular;85;3.05;Tunis;North;Barley;127;39;57;Radicular;55;24.420745527424582;161.5;64.44024365794955;7.005970443937237;5.05
WUXAL AMINO;15;5;10;Organic;70;2.21;Medenine;South;Corn;142;61;34;Radicular and Foliar;70;19.33157291602615;47.36434879157545;25.4;7.3448784387118975;8.02
AMINO Mn/Zn;15;15;15;Chemical;50;2.77;Gafsa;South;Barley;127;39;57;Foliar;55;11.39969100319571;59.03678400313162;37.4;7.96854696177741;10.19
BIORADICANTE;10;5;15;Liquid;73;2.11;Medenine;South;Barley;127;39;57;Radicular;55;22.2;45.2;24.0;7.695186046731681;56.87
