STATIONNAME,CLIMATEZONE,CROP,COUNTRY,YA,YP,Source_Type,LONGITUDE,LATITUDE,ELEVATION_METER,AREA_IN_CLIMATEZONE_HA,TOTAL_AREA_HA,NUMBER_OF_CONTRIBUTING_STATIONS,NUMBER_OF_CONTRIBUTING_CLIMATEZONES,Data_Type,MANAGEMENT,CROPCYCLE,HARVESTYEAR,SOWINGDATE,CULTIVARMATURITY,USEDMODEL,Irrigation_Type
Mahdia,2,Olives,Tunisia,1.41,2.08,Station,11.08,35.5,10,10000,20000,3,4,Merged Data,Single Olives,1,1993,3,405.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.45,2.17,Station,11.08,35.5,10,10000,20000,1,3,Merged Data,Single Olives,1,1994,3,398.0,WOFOST,2
Mahdia,2,Olives,Tunisia,0.9,1.27,Station,11.08,35.5,10,10000,20000,3,3,Merged Data,Single Olives,1,1995,3,408.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.09,1.33,Station,11.08,35.5,10,10000,20000,2,4,Merged Data,Single Olives,1,1996,3,410.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.6,1.8,Station,11.08,35.5,10,10000,20000,3,2,Merged Data,Single Olives,1,1997,3,411.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.06,1.57,Station,11.08,35.5,10,10000,20000,3,4,Merged Data,Single Olives,1,1998,3,397.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.07,1.5,Station,11.08,35.5,10,10000,20000,2,1,Merged Data,Single Olives,1,1999,3,389.0,WOFOST,2
Mahdia,2,Olives,Tunisia,0.71,1.23,Station,11.08,35.5,10,10000,20000,3,3,Merged Data,Single Olives,1,2000,3,395.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.42,1.7,Station,11.08,35.5,10,10000,20000,1,1,Merged Data,Single Olives,1,2001,3,400.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.26,1.81,Station,11.08,35.5,10,10000,20000,3,3,Merged Data,Single Olives,1,2002,3,408.0,WOFOST,2
Mahdia,2,Olives,Tunisia,0.75,1.08,Station,11.08,35.5,10,10000,20000,1,2,Merged Data,Single Olives,1,2003,3,402.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.58,1.78,Station,11.08,35.5,10,10000,20000,2,3,Merged Data,Single Olives,1,2004,3,392.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.05,1.29,Station,11.08,35.5,10,10000,20000,3,4,Merged Data,Single Olives,1,2005,3,406.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.26,1.63,Station,11.08,35.5,10,10000,20000,1,5,Merged Data,Single Olives,1,2006,3,414.0,WOFOST,2
Mahdia,2,Olives,Tunisia,0.58,0.91,Station,11.08,35.5,10,10000,20000,1,1,Merged Data,Single Olives,1,2007,3,394.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.29,1.8,Station,11.08,35.5,10,10000,20000,1,4,Merged Data,Single Olives,1,2008,3,406.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.53,2.13,Station,11.08,35.5,10,10000,20000,1,3,Merged Data,Single Olives,1,2009,3,392.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.04,1.15,Station,11.08,35.5,10,10000,20000,1,1,Merged Data,Single Olives,1,2010,3,411.0,WOFOST,2
Mahdia,2,Olives,Tunisia,0.97,1.4,Station,11.08,35.5,10,10000,20000,1,2,Merged Data,Single Olives,1,2011,3,394.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.15,1.92,Station,11.08,35.5,10,10000,20000,2,4,Merged Data,Single Olives,1,2012,3,409.0,WOFOST,2
Mahdia,2,Olives,Tunisia,1.21,1.62,Station,11.08,35.5,10,10000,20000,2,4,Merged Data,Single Olives,1,2013,3,402.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.9,2.98,Station,10.73,36.46,30,10000,20000,3,4,Merged Data,Single Wheat,1,1990,11,181.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.11,1.34,Station,10.73,36.46,30,10000,20000,3,3,Merged Data,Single Wheat,1,1991,11,196.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.44,1.61,Station,10.73,36.46,30,10000,20000,3,5,Merged Data,Single Wheat,1,1992,11,189.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.69,2.5,Station,10.73,36.46,30,10000,20000,2,5,Merged Data,Single Wheat,1,1993,11,188.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,2.16,2.78,Station,10.73,36.46,30,10000,20000,1,4,Merged Data,Single Wheat,1,1994,11,182.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.36,1.98,Station,10.73,36.46,30,10000,20000,3,2,Merged Data,Single Wheat,1,1995,11,189.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.97,3.28,Station,10.73,36.46,30,10000,20000,2,5,Merged Data,Single Wheat,1,1996,11,175.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.38,2.42,Station,10.73,36.46,30,10000,20000,2,3,Merged Data,Single Wheat,1,1997,11,198.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.63,1.68,Station,10.73,36.46,30,10000,20000,3,1,Merged Data,Single Wheat,1,1998,11,192.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.67,2.78,Station,10.73,36.46,30,10000,20000,1,2,Merged Data,Single Wheat,1,1999,11,173.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.2,1.64,Station,10.73,36.46,30,10000,20000,3,4,Merged Data,Single Wheat,1,2000,11,197.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,2.65,3.66,Station,10.73,36.46,30,10000,20000,1,5,Merged Data,Single Wheat,1,2001,11,193.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.33,2.0,Station,10.73,36.46,30,10000,20000,1,5,Merged Data,Single Wheat,1,2002,11,187.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,2.58,2.79,Station,10.73,36.46,30,10000,20000,1,3,Merged Data,Single Wheat,1,2003,11,182.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.6,2.27,Station,10.73,36.46,30,10000,20000,3,5,Merged Data,Single Wheat,1,2004,11,194.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.53,2.43,Station,10.73,36.46,30,10000,20000,3,2,Merged Data,Single Wheat,1,2005,11,186.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.67,1.97,Station,10.73,36.46,30,10000,20000,3,4,Merged Data,Single Wheat,1,2006,11,187.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.39,2.32,Station,10.73,36.46,30,10000,20000,1,5,Merged Data,Single Wheat,1,2007,11,183.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.05,1.41,Station,10.73,36.46,30,10000,20000,3,5,Merged Data,Single Wheat,1,2008,11,182.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.8,2.39,Station,10.73,36.46,30,10000,20000,3,1,Merged Data,Single Wheat,1,2009,11,199.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,2.35,3.05,Station,10.73,36.46,30,10000,20000,2,1,Merged Data,Single Wheat,1,2010,11,197.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,2.3,3.12,Station,10.73,36.46,30,10000,20000,1,1,Merged Data,Single Wheat,1,2011,11,178.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,1.81,2.34,Station,10.73,36.46,30,10000,20000,3,5,Merged Data,Single Wheat,1,2012,11,173.0,WOFOST,2
Nabeul,2,Wheat,Tunisia,2.47,3.56,Station,10.73,36.46,30,10000,20000,3,1,Merged Data,Single Wheat,1,2013,11,188.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.4,3.27,Station,10.73,36.46,30,10000,20000,2,2,Merged Data,Single Barley,1,1990,11,165.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.05,2.18,Station,10.73,36.46,30,10000,20000,2,4,Merged Data,Single Barley,1,1991,11,161.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.35,3.02,Station,10.73,36.46,30,10000,20000,1,3,Merged Data,Single Barley,1,1992,11,186.0,WOFOST,2
Nabeul,2,Barley,Tunisia,1.88,2.24,Station,10.73,36.46,30,10000,20000,2,3,Merged Data,Single Barley,1,1993,11,178.0,WOFOST,2
Nabeul,2,Barley,Tunisia,1.69,1.7,Station,10.73,36.46,30,10000,20000,1,3,Merged Data,Single Barley,1,1994,11,177.0,WOFOST,2
Nabeul,2,Barley,Tunisia,1.61,2.16,Station,10.73,36.46,30,10000,20000,2,3,Merged Data,Single Barley,1,1995,11,175.0,WOFOST,2
Nabeul,2,Barley,Tunisia,1.54,2.35,Station,10.73,36.46,30,10000,20000,3,1,Merged Data,Single Barley,1,1996,11,166.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.6,3.6,Station,10.73,36.46,30,10000,20000,3,3,Merged Data,Single Barley,1,1997,11,187.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.48,3.17,Station,10.73,36.46,30,10000,20000,1,2,Merged Data,Single Barley,1,1998,11,184.0,WOFOST,2
Nabeul,2,Barley,Tunisia,1.81,2.53,Station,10.73,36.46,30,10000,20000,1,3,Merged Data,Single Barley,1,1999,11,188.0,WOFOST,2
Nabeul,2,Barley,Tunisia,1.67,2.89,Station,10.73,36.46,30,10000,20000,1,5,Merged Data,Single Barley,1,2000,11,184.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.39,3.37,Station,10.73,36.46,30,10000,20000,1,3,Merged Data,Single Barley,1,2001,11,165.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.06,2.62,Station,10.73,36.46,30,10000,20000,3,1,Merged Data,Single Barley,1,2002,11,185.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.19,2.82,Station,10.73,36.46,30,10000,20000,1,3,Merged Data,Single Barley,1,2003,11,172.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.87,3.36,Station,10.73,36.46,30,10000,20000,3,1,Merged Data,Single Barley,1,2004,11,167.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.85,3.39,Station,10.73,36.46,30,10000,20000,3,2,Merged Data,Single Barley,1,2005,11,171.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.0,3.25,Station,10.73,36.46,30,10000,20000,2,1,Merged Data,Single Barley,1,2006,11,190.0,WOFOST,2
Nabeul,2,Barley,Tunisia,1.54,2.31,Station,10.73,36.46,30,10000,20000,1,2,Merged Data,Single Barley,1,2007,11,166.0,WOFOST,2
Nabeul,2,Barley,Tunisia,1.47,1.83,Station,10.73,36.46,30,10000,20000,1,5,Merged Data,Single Barley,1,2008,11,166.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.38,3.59,Station,10.73,36.46,30,10000,20000,1,1,Merged Data,Single Barley,1,2009,11,172.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.39,2.91,Station,10.73,36.46,30,10000,20000,2,5,Merged Data,Single Barley,1,2010,11,189.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.43,3.63,Station,10.73,36.46,30,10000,20000,3,2,Merged Data,Single Barley,1,2011,11,177.0,WOFOST,2
Nabeul,2,Barley,Tunisia,2.45,3.7,Station,10.73,36.46,30,10000,20000,3,1,Merged Data,Single Barley,1,2012,11,189.0,WOFOST,2
Nabeul,2,Barley,Tunisia,1.37,2.29,Station,10.73,36.46,30,10000,20000,3,1,Merged Data,Single Barley,1,2013,11,176.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.25,1.76,Station,10.73,36.46,30,10000,20000,3,3,Merged Data,Single Olives,1,1990,3,404.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.17,1.47,Station,10.73,36.46,30,10000,20000,2,1,Merged Data,Single Olives,1,1991,3,406.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.66,1.84,Station,10.73,36.46,30,10000,20000,3,5,Merged Data,Single Olives,1,1992,3,403.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.29,1.38,Station,10.73,36.46,30,10000,20000,3,3,Merged Data,Single Olives,1,1993,3,397.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.46,2.1,Station,10.73,36.46,30,10000,20000,2,3,Merged Data,Single Olives,1,1994,3,386.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.47,2.28,Station,10.73,36.46,30,10000,20000,1,2,Merged Data,Single Olives,1,1995,3,392.0,WOFOST,2
Nabeul,2,Olives,Tunisia,0.86,1.0,Station,10.73,36.46,30,10000,20000,2,5,Merged Data,Single Olives,1,1996,3,414.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.3,1.6,Station,10.73,36.46,30,10000,20000,2,1,Merged Data,Single Olives,1,1997,3,409.0,WOFOST,2
Nabeul,2,Olives,Tunisia,0.68,0.85,Station,10.73,36.46,30,10000,20000,3,4,Merged Data,Single Olives,1,1998,3,390.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.36,1.87,Station,10.73,36.46,30,10000,20000,1,2,Merged Data,Single Olives,1,1999,3,399.0,WOFOST,2
Nabeul,2,Olives,Tunisia,0.97,1.57,Station,10.73,36.46,30,10000,20000,1,4,Merged Data,Single Olives,1,2000,3,410.0,WOFOST,2
Nabeul,2,Olives,Tunisia,0.88,1.44,Station,10.73,36.46,30,10000,20000,2,1,Merged Data,Single Olives,1,2001,3,397.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.01,1.46,Station,10.73,36.46,30,10000,20000,3,4,Merged Data,Single Olives,1,2002,3,400.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.11,1.63,Station,10.73,36.46,30,10000,20000,3,5,Merged Data,Single Olives,1,2003,3,403.0,WOFOST,2
Nabeul,2,Olives,Tunisia,0.89,1.04,Station,10.73,36.46,30,10000,20000,1,1,Merged Data,Single Olives,1,2004,3,415.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.13,1.25,Station,10.73,36.46,30,10000,20000,1,3,Merged Data,Single Olives,1,2005,3,406.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.56,2.2,Station,10.73,36.46,30,10000,20000,1,4,Merged Data,Single Olives,1,2006,3,389.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.13,1.76,Station,10.73,36.46,30,10000,20000,2,2,Merged Data,Single Olives,1,2007,3,396.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.03,1.41,Station,10.73,36.46,30,10000,20000,2,1,Merged Data,Single Olives,1,2008,3,398.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.26,2.2,Station,10.73,36.46,30,10000,20000,2,1,Merged Data,Single Olives,1,2009,3,407.0,WOFOST,2
Nabeul,2,Olives,Tunisia,0.85,1.35,Station,10.73,36.46,30,10000,20000,2,1,Merged Data,Single Olives,1,2010,3,407.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.49,1.83,Station,10.73,36.46,30,10000,20000,2,1,Merged Data,Single Olives,1,2011,3,394.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.27,1.62,Station,10.73,36.46,30,10000,20000,1,5,Merged Data,Single Olives,1,2012,3,403.0,WOFOST,2
Nabeul,2,Olives,Tunisia,1.21,1.62,Station,10.73,36.46,30,10000,20000,2,5,Merged Data,Single Olives,1,2013,3,390.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,1.38,2.25,Station,10.17,36.73,35,10000,20000,3,3,Merged Data,Single Wheat,1,1990,11,179.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.02,2.69,Station,10.17,36.73,35,10000,20000,3,1,Merged Data,Single Wheat,1,1991,11,181.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,1.18,1.45,Station,10.17,36.73,35,10000,20000,2,1,Merged Data,Single Wheat,1,1992,11,185.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,1.82,2.62,Station,10.17,36.73,35,10000,20000,3,1,Merged Data,Single Wheat,1,1993,11,172.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.1,2.56,Station,10.17,36.73,35,10000,20000,3,4,Merged Data,Single Wheat,1,1994,11,170.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.32,3.61,Station,10.17,36.73,35,10000,20000,1,1,Merged Data,Single Wheat,1,1995,11,177.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.14,2.87,Station,10.17,36.73,35,10000,20000,3,4,Merged Data,Single Wheat,1,1996,11,197.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,1.02,1.59,Station,10.17,36.73,35,10000,20000,1,3,Merged Data,Single Wheat,1,1997,11,182.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,1.58,1.85,Station,10.17,36.73,35,10000,20000,2,5,Merged Data,Single Wheat,1,1998,11,191.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.18,2.8,Station,10.17,36.73,35,10000,20000,1,2,Merged Data,Single Wheat,1,1999,11,181.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.07,3.08,Station,10.17,36.73,35,10000,20000,2,2,Merged Data,Single Wheat,1,2000,11,171.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.24,3.46,Station,10.17,36.73,35,10000,20000,2,3,Merged Data,Single Wheat,1,2001,11,175.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,1.31,1.83,Station,10.17,36.73,35,10000,20000,1,4,Merged Data,Single Wheat,1,2002,11,180.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,1.98,2.1,Station,10.17,36.73,35,10000,20000,1,2,Merged Data,Single Wheat,1,2003,11,178.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,1.65,2.24,Station,10.17,36.73,35,10000,20000,2,3,Merged Data,Single Wheat,1,2004,11,189.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,1.82,2.29,Station,10.17,36.73,35,10000,20000,2,3,Merged Data,Single Wheat,1,2005,11,196.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.09,2.96,Station,10.17,36.73,35,10000,20000,3,5,Merged Data,Single Wheat,1,2006,11,177.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,1.41,1.87,Station,10.17,36.73,35,10000,20000,3,4,Merged Data,Single Wheat,1,2007,11,190.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.07,2.47,Station,10.17,36.73,35,10000,20000,3,4,Merged Data,Single Wheat,1,2008,11,198.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.4,3.29,Station,10.17,36.73,35,10000,20000,2,1,Merged Data,Single Wheat,1,2009,11,199.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.33,3.65,Station,10.17,36.73,35,10000,20000,1,5,Merged Data,Single Wheat,1,2010,11,175.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.19,3.21,Station,10.17,36.73,35,10000,20000,2,2,Merged Data,Single Wheat,1,2011,11,190.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,2.55,2.83,Station,10.17,36.73,35,10000,20000,2,2,Merged Data,Single Wheat,1,2012,11,170.0,WOFOST,2
Ben Arous,2,Wheat,Tunisia,1.65,2.7,Station,10.17,36.73,35,10000,20000,1,2,Merged Data,Single Wheat,1,2013,11,182.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.57,1.78,Station,10.17,36.73,35,10000,20000,2,3,Merged Data,Single Barley,1,1990,11,178.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,2.45,2.46,Station,10.17,36.73,35,10000,20000,1,5,Merged Data,Single Barley,1,1991,11,169.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,2.52,2.88,Station,10.17,36.73,35,10000,20000,2,4,Merged Data,Single Barley,1,1992,11,169.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.46,2.22,Station,10.17,36.73,35,10000,20000,3,2,Merged Data,Single Barley,1,1993,11,168.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,2.15,3.33,Station,10.17,36.73,35,10000,20000,3,1,Merged Data,Single Barley,1,1994,11,176.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.35,1.48,Station,10.17,36.73,35,10000,20000,3,3,Merged Data,Single Barley,1,1995,11,163.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.58,2.17,Station,10.17,36.73,35,10000,20000,2,1,Merged Data,Single Barley,1,1996,11,169.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.77,2.47,Station,10.17,36.73,35,10000,20000,3,5,Merged Data,Single Barley,1,1997,11,162.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.27,1.89,Station,10.17,36.73,35,10000,20000,1,3,Merged Data,Single Barley,1,1998,11,172.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,2.27,3.21,Station,10.17,36.73,35,10000,20000,3,5,Merged Data,Single Barley,1,1999,11,163.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.34,2.17,Station,10.17,36.73,35,10000,20000,2,4,Merged Data,Single Barley,1,2000,11,188.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.46,1.77,Station,10.17,36.73,35,10000,20000,2,2,Merged Data,Single Barley,1,2001,11,176.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.79,2.63,Station,10.17,36.73,35,10000,20000,3,4,Merged Data,Single Barley,1,2002,11,168.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,2.16,3.19,Station,10.17,36.73,35,10000,20000,2,1,Merged Data,Single Barley,1,2003,11,171.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.36,1.5,Station,10.17,36.73,35,10000,20000,2,4,Merged Data,Single Barley,1,2004,11,169.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.79,2.08,Station,10.17,36.73,35,10000,20000,2,2,Merged Data,Single Barley,1,2005,11,167.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,2.51,2.78,Station,10.17,36.73,35,10000,20000,2,5,Merged Data,Single Barley,1,2006,11,174.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.98,2.65,Station,10.17,36.73,35,10000,20000,1,5,Merged Data,Single Barley,1,2007,11,173.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.26,1.52,Station,10.17,36.73,35,10000,20000,2,1,Merged Data,Single Barley,1,2008,11,174.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.98,2.7,Station,10.17,36.73,35,10000,20000,1,5,Merged Data,Single Barley,1,2009,11,169.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,2.18,2.99,Station,10.17,36.73,35,10000,20000,2,3,Merged Data,Single Barley,1,2010,11,178.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,1.75,2.88,Station,10.17,36.73,35,10000,20000,2,3,Merged Data,Single Barley,1,2011,11,167.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,2.36,3.06,Station,10.17,36.73,35,10000,20000,3,4,Merged Data,Single Barley,1,2012,11,189.0,WOFOST,2
Ben Arous,2,Barley,Tunisia,2.18,3.75,Station,10.17,36.73,35,10000,20000,2,3,Merged Data,Single Barley,1,2013,11,178.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,0.71,0.81,Station,10.17,36.73,35,10000,20000,1,5,Merged Data,Single Olives,1,1990,3,406.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,0.68,0.96,Station,10.17,36.73,35,10000,20000,2,3,Merged Data,Single Olives,1,1991,3,387.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.32,1.56,Station,10.17,36.73,35,10000,20000,3,4,Merged Data,Single Olives,1,1992,3,385.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.12,1.71,Station,10.17,36.73,35,10000,20000,3,4,Merged Data,Single Olives,1,1993,3,390.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.21,1.51,Station,10.17,36.73,35,10000,20000,1,3,Merged Data,Single Olives,1,1994,3,389.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,0.7,1.03,Station,10.17,36.73,35,10000,20000,1,3,Merged Data,Single Olives,1,1995,3,400.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.3,1.94,Station,10.17,36.73,35,10000,20000,2,2,Merged Data,Single Olives,1,1996,3,407.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,0.61,0.71,Station,10.17,36.73,35,10000,20000,2,1,Merged Data,Single Olives,1,1997,3,401.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,0.66,1.13,Station,10.17,36.73,35,10000,20000,3,3,Merged Data,Single Olives,1,1998,3,394.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,0.74,1.23,Station,10.17,36.73,35,10000,20000,2,2,Merged Data,Single Olives,1,1999,3,402.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.13,1.45,Station,10.17,36.73,35,10000,20000,1,5,Merged Data,Single Olives,1,2000,3,396.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,0.97,1.33,Station,10.17,36.73,35,10000,20000,3,3,Merged Data,Single Olives,1,2001,3,391.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,0.56,0.82,Station,10.17,36.73,35,10000,20000,2,1,Merged Data,Single Olives,1,2002,3,398.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.04,1.48,Station,10.17,36.73,35,10000,20000,1,5,Merged Data,Single Olives,1,2003,3,403.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,0.78,1.23,Station,10.17,36.73,35,10000,20000,3,2,Merged Data,Single Olives,1,2004,3,401.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,0.78,1.29,Station,10.17,36.73,35,10000,20000,1,4,Merged Data,Single Olives,1,2005,3,392.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.31,1.66,Station,10.17,36.73,35,10000,20000,1,3,Merged Data,Single Olives,1,2006,3,405.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.21,1.81,Station,10.17,36.73,35,10000,20000,2,3,Merged Data,Single Olives,1,2007,3,393.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.57,2.07,Station,10.17,36.73,35,10000,20000,3,1,Merged Data,Single Olives,1,2008,3,386.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,0.9,1.51,Station,10.17,36.73,35,10000,20000,3,3,Merged Data,Single Olives,1,2009,3,401.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.13,1.7,Station,10.17,36.73,35,10000,20000,3,5,Merged Data,Single Olives,1,2010,3,401.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.16,1.49,Station,10.17,36.73,35,10000,20000,2,4,Merged Data,Single Olives,1,2011,3,396.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.28,1.79,Station,10.17,36.73,35,10000,20000,3,2,Merged Data,Single Olives,1,2012,3,405.0,WOFOST,2
Ben Arous,2,Olives,Tunisia,1.27,1.99,Station,10.17,36.73,35,10000,20000,3,4,Merged Data,Single Olives,1,2013,3,388.0,WOFOST,2
Tunis,2,Wheat,Tunisia,2.2,2.81,Station,10.18,36.8,20,10000,20000,3,4,Merged Data,Single Wheat,1,1990,11,188.0,WOFOST,2
Tunis,2,Wheat,Tunisia,2.06,2.35,Station,10.18,36.8,20,10000,20000,3,5,Merged Data,Single Wheat,1,1991,11,170.0,WOFOST,2
Tunis,2,Wheat,Tunisia,1.85,3.02,Station,10.18,36.8,20,10000,20000,2,2,Merged Data,Single Wheat,1,1992,11,183.0,WOFOST,2
Tunis,2,Wheat,Tunisia,1.99,2.54,Station,10.18,36.8,20,10000,20000,3,2,Merged Data,Single Wheat,1,1993,11,180.0,WOFOST,2
Tunis,2,Wheat,Tunisia,2.18,3.43,Station,10.18,36.8,20,10000,20000,2,3,Merged Data,Single Wheat,1,1994,11,172.0,WOFOST,2
